track_name,lyrics,playlist_genre,playlist_subgenre,track_artist,duration_ms,language,track_album_release_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,valence
Bridges,"gave you a minute when you needed an hour just to push it aside instead of leaving it behind you if any word that i said could have made you forget i'd have given you them all but it was all in your head and we're burning all the bridges now watching it go up in flames no way to build it up again and we're burning all the bridges now'cause it was sink or swim and i went down, down, down and we're burning all the bridges burning all the bridges now and we're burning all the bridges burning all the bridges now if i didn't hide it would you still say you needed me? guess i walked right into it guess i made it too easy if any word that you said could have made me forget would i get up off the floor 'cause this is all in my head and we're burning all the bridges now watching it go up in flames no way to build it up again and we're burning all the bridges burning all the bridges now and we're burning all the bridges burning all the bridges now can we forget about it? can we forget can we forget about it? can we forget and we're burning all the bridges burning all the bridges now and we're burning all the bridges burning all the bridges now",pop,indie poptimism,Broods,191808,en,1/1/2014,0.389,0.017,0.634,0.101,-6.362,0.137,169.539,0,4,0.27
Tears Don't Fall,"let's go! with bloodshot eyes, i watch you sleeping the warmth i feel beside me is slowly fading would she hear me if, i called her name? would she hold me, if she knew my shame? there's always something different going wrong! the path i walk's in the wrong direction! there's always someone fucking hanging on! can anybody help me make things better? your tears don't fall, they crash around me her conscience calls, the guilty to come home your tears don't fall, they crash around me her conscience calls, the guilty to come home the moments die, i hear no screaming the visions left inside me are slowly fading would she hear me, if i called her name? would she hold me, if she knew my shame? there's always something different going wrong! the path i walk's in the wrong direction! there's always someone fucking hanging on!can anybody help me make things better? your tears don't fall, they crash around me her conscience calls, the guilty to come home your tears don't fall, they crash around me her conscience calls, the guilty to come home oh! yeah! this battered room i've seen before the broken bones they heal no more, no more with my last breath i'm choking will this ever end? i'm hoping my world is over, one more time! let's go! na would she hear me, if i called her name? would she hold me, if she knew my shame? there's always something different going wrong! the path i walk's in the wrong direction! there's always someone fucking hanging on! can anybody help me make things better? your tears don't fall, they crash around me her conscience calls, the guilty to come home (tears don't fall) your tears don't fall, they crash around me (conscience calls) her conscience calls, the guilty to come better! your tears don't fall, they crash around me (conscience calls) her conscience calls, the guilty to come home!",rock,hard rock,Bullet For My Valentine,348387,en,2/14/2006,0.212,0.000725,0.926,0.081,-3.378,0.14,162.103,0,7,0.262
Don't Worry Bout Me - Alle Farben Remix,"everything, everything's cool now i wanted you to know that i am fine tonight why do you do that to me? unfair how after we done, then you care it's like you know i am fine but why don't you remind yourself that? don't worry 'bout me you should worry 'bout you, yeah keep doing what you do best, babe that's loving only yourself, babe 'cause i've been sleeping okay (no, no, no, no) don't worry 'bout me you should worry 'bout you, oh no yeah, that's your problem, so fix it 'cause i ain't none of your business now i've been sleeping okay (no, no, no, no) now that you hurting like hell you see things that reminds you of me everywhere just know that i am fine tonight you're tryna stay in my life ain't got the space or the time it's too late now, i'm moving on i'm so unfazed, you ain't what i want, no don't worry 'bout me (don't worry 'bout me) you should worry 'bout you, yeah keep doing what you do best, babe that's loving only yourself, babe 'cause i've been sleeping okay (no, no, no, no) don't worry 'bout me you should worry 'bout you, oh no yeah, that's your problem, so fix it 'cause i ain't none of your business now i've been sleeping okay (no, no, no, no) don't worry 'bout me don't worry 'bout me you're tryna stay in my life ain't got the space or the time it's too late, now i'm moving on i'm so unfazed, you ain't what i want, no don't worry 'bout me (don't you worry 'bout) you should worry 'bout you, yeah keep doing what you do best, babe that's loving only yourself, babe 'cause i've been sleeping okay (no, no, no, no, yeah) don't worry 'bout me (don't worry 'bout me) you should worry 'bout you, oh no yeah, that's your problem, so fix it 'cause i ain't none of your business now i've been sleeping okay (no, no, no, no) don't worry 'bout me you should worry 'bout you worry about you, worry about you, worry 'bout you yeah, you should worry 'bout you",pop,dance pop,Zara Larsson,171914,en,5/3/2019,0.629,0.0447,0.727,0.178,-7.117,0.264,124.938,1,5,0.355
3 Nights,"three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want and you can call me names if you call me up three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want and you can call me names if you call me up feel like the least of all your problems you can reach me if you wanna, stay up tonight, stay up at night green lights in your body language seems like you could use a little company from me but if you got everything figured out like you say don't waste a minute, don't wait a minute it's only a matter of time for you-ooh-ooh-ooh to-ooh-ooh-ooh tell me now, 'cause i've been up for, i've been up for three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want (want) and you can call me names if you call me up (call me up) three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want and you can call me names if you call me up (ooh) i can't fix each and all your problems i'm no good with names and faces she sent me naked pictures from her neck down to the waist i get my feelings involved, she stopped returnin' my calls her flaws turned into walls and barricades and i'm too far gone in all the wrong ways and now every long day is a bad one i can't make you call or make you stay or take you off the pedestal so i get lost in modern music, watchin' movies talkin' to the walls in my room walkin' through the halls in my head just tryna make sure it all makes sense, i ain't made of money maybe some day, you can take it from me? i'm up too late, thinkin' 'bout you in m.i.a. for three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want (want) and you can call me names if you call me up (call me up) three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want and you can call me names if you call me up (ooh) three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want and you can call me names if you call me up three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want and you can call me names if you call me up feel like the least of all your problems you can reach me if you wanna, stay up tonight, stay up at night green lights in your body language seems like you could use a little company from me but if you got everything figured out like you say don't waste a minute, don't wait a minute it's only a matter of time for you-ooh-ooh-ooh to-ooh-ooh-ooh tell me now, 'cause i've been up for, i've been up for three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want (want) and you can call me names if you call me up (call me up) three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want and you can call me names if you call me up (ooh) i can't fix each and all your problems i'm no good with names and faces she sent me naked pictures from her neck down to the waist i get my feelings involved, she stopped returnin' my calls her flaws turned into walls and barricades and i'm too far gone in all the wrong ways and now every long day is a bad one i can't make you call or make you stay or take you off the pedestal so i get lost in modern music, watchin' movies talkin' to the walls in my room walkin' through the halls in my head just tryna make sure it all makes sense, i ain't made of money maybe some day, you can take it from me? i'm up too late, thinkin' 'bout you in m.i.a. for three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want (want) and you can call me names if you call me up (call me up) three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want and you can call me names if you call me up (ooh) three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want and you can call me names if you call me up three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want and you can call me names if you call me up feel like the least of all your problems you can reach me if you wanna, stay up tonight, stay up at night green lights in your body language seems like you could use a little company from me but if you got everything figured out like you say don't waste a minute, don't wait a minute it's only a matter of time for you-ooh-ooh-ooh to-ooh-ooh-ooh tell me now, 'cause i've been up for, i've been up for three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want (want) and you can call me names if you call me up (call me up) three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want and you can call me names if you call me up (ooh) i can't fix each and all your problems i'm no good with names and faces she sent me naked pictures from her neck down to the waist i get my feelings involved, she stopped returnin' my calls her flaws turned into walls and barricades and i'm too far gone in all the wrong ways and now every long day is a bad one i can't make you call or make you stay or take you off the pedestal so i get lost in modern music, watchin' movies talkin' to the walls in my room walkin' through the halls in my head just tryna make sure it all makes sense, i ain't made of money maybe some day, you can take it from me? i'm up too late, thinkin' 'bout you in m.i.a. for three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want (want) and you can call me names if you call me up (call me up) three nights at the motel under streetlights in the city of palms call me what you want, when you want, if you want and you can call me names if you call me up (ooh)",latin,latin pop,Dominic Fike,177667,en,10/16/2018,0.815,0.223,0.518,0.104,-6.594,0.0897,151.891,0,7,0.877
Love Me Like You Do,"na you're the light, you're the night you're the colour of my blood you're the cure, you're the pain you're the only thing i wanna touch never knew that it could mean so much, so much you're the fear, i don't care cause i've never been so high follow me through the dark let me take you past the satellites you can see the world you brought to life, to life so love me like you do, la-la-love me like you do love me like you do, la-la-love me like you do touch me like you do, ta-ta-touch me like you do what are you waiting for? fading in, fading out on the edge of paradise every inch of your skin is a holy grail i've got to find only you can set my heart on fire, on fire yeah i'll let you set the pace cause i'm not thinking straight my head's spinning around, i can't see clear no more what are you waiting for? love me like you do, la-la-love me like you do love me like you do, la-la-love me like you do touch me like you do, ta-ta-touch me like you do what are you waiting for? love me like you do, la-la-love me like you do love me like you do, la-la-love me like you do touch me like you do, ta-ta-touch me like you do what are you waiting for? i'll let you set the pace cause i'm not thinking straight my head's spinning around, i can't see clear no more what are you waiting for? love me like you do, la-la-love me like you do love me like you do, la-la-love me like you do touch me like you do, ta-ta-touch me like you do what are you waiting for? love me like you do, la-la-love me like you do love me like you do, la-la-love me like you do touch me like you do, ta-ta-touch me like you do what are you waiting for?",pop,post-teen pop,Ellie Goulding,253520,en,2/9/2018,0.489,0.27,0.597,0.105,-6.633,0.0292,95.012,0,5,0.324
Heaven,"will you surrender? restless in a war, war... we're sailling, farewell love we praise our shared destiny be sure to embrace the dreams i'm more than a dead and gone ... close your eyes... i see the past of the time passing fast the present's over and gone so know i'm ready, i trust my soul i'm hoping to fly with style, we shall know trust in me and set me free you're hiding your love i don't wish to try this alone i feel lone, why shouldn't i go? cause even the time we're so longing gets blown i feel i tried i feel so alone one day we'll say it to the glow i dream so too... the dreams turn alive in the heavens we surrender restless in a war, war...",edm,electro house,The Blaze,219280,en,9/7/2018,0.613,0.0257,0.461,0.0776,-10.493,0.0313,125.066,0,1,0.0837
WORKIN ME,"m-m-m-murda work, work workin' me (work), she workin' me (work, work) urgin' me (urge), it be urgin' me (yeah, yeah) just let up the top and close the curtain, please (skrrt, skrrt) i decided to go up like major league (goin' up) she just popped the perky just like pork and beans (perky) she just popped the perky, say i hurt her knees (perky) she hurtin' me, wrist strong, hercules (hurtin' me) two cups, martell pour it neat (two) serve a fiend, fuck a bitch, then go to sleep (serve, serve) i need to get me a mil' before we leave (get me) no key pull up, remember me (skrrt, skrrt) 'member me, oh, 'member me (hey) take 'em way back, lil jon energy (lil jon) pockets real fat, cashville ten a key (young buck) fire the blunt (woo), it done died off, yeah ride off (ride), bitches ride off, yeah (skrrt) your boss, he done died off, yeah (skrrt) i just cut the dirty stove and powered off, yeah (hey) workin' me (work), she workin' me (work) urgin' me (urge), it be urgin' me (work) just let up the top and close the curtain, please (skrrt, skrrt) i decided to go up like major league (goin' up) she just popped the perky just like pork and beans (perky) she just popped the perky, say i hurt her knees (perky) she hurtin' me, wrist strong, hercules (hurtin' me) she hurtin' me, wrist strong, hercules (hercules) i decided to go up, major league (goin' up) call the plug, tell him bring a key (bring the key) then retire, with the bucks, jt (jt) bought a coupe and told a rapper, ""race me"" (skrrt, skrrt) remember when they used to curve me (swoop) now they wanna represent my earnings (represent it) if you want smoke, smoke alarm me (smoke, smoke) by yourself, no, bring your army (come and get it) i'm havin' shit that gon' extinct your whole family (extinct) i put 'em out, i feel like he done broke the leaves (ayy, ayy) i put the work inside the wall behind the scene (work, work) she attractin' all the dogs, but work for me (hrr, work) workin' me (work), she workin' me (work, work) urgin' me (urge), it be urgin' me (yeah, yeah) just let up the top and close the curtain, please (skrrt, skrrt) i decided to go up like major league (goin' up) she just popped the perky just like pork and beans (perky) she just popped the perky, say i hurt her knees (perky) she hurtin' me, wrist strong, hercules (hurtin' me) she hurtin' me, wrist strong, hercules (whoop) m-m-m-murda work, work workin' me (work), she workin' me (work, work) urgin' me (urge), it be urgin' me (yeah, yeah) just let up the top and close the curtain, please (skrrt, skrrt) i decided to go up like major league (goin' up) she just popped the perky just like pork and beans (perky) she just popped the perky, say i hurt her knees (perky) she hurtin' me, wrist strong, hercules (hurtin' me) two cups, martell pour it neat (two) serve a fiend, fuck a bitch, then go to sleep (serve, serve) i need to get me a mil' before we leave (get me) no key pull up, remember me (skrrt, skrrt) 'member me, oh, 'member me (hey) take 'em way back, lil jon energy (lil jon) pockets real fat, cashville ten a key (young buck) fire the blunt (woo), it done died off, yeah ride off (ride), bitches ride off, yeah (skrrt) your boss, he done died off, yeah (skrrt) i just cut the dirty stove and powered off, yeah (hey) workin' me (work), she workin' me (work) urgin' me (urge), it be urgin' me (work) just let up the top and close the curtain, please (skrrt, skrrt) i decided to go up like major league (goin' up) she just popped the perky just like pork and beans (perky) she just popped the perky, say i hurt her knees (perky) she hurtin' me, wrist strong, hercules (hurtin' me) she hurtin' me, wrist strong, hercules (hercules) i decided to go up, major league (goin' up) call the plug, tell him bring a key (bring the key) then retire, with the bucks, jt (jt) bought a coupe and told a rapper, ""race me"" (skrrt, skrrt) remember when they used to curve me (swoop) now they wanna represent my earnings (represent it) if you want smoke, smoke alarm me (smoke, smoke) by yourself, no, bring your army (come and get it) i'm havin' shit that gon' extinct your whole family (extinct) i put 'em out, i feel like he done broke the leaves (ayy, ayy) i put the work inside the wall behind the scene (work, work) she attractin' all the dogs, but work for me (hrr, work) workin' me (work), she workin' me (work, work) urgin' me (urge), it be urgin' me (yeah, yeah) just let up the top and close the curtain, please (skrrt, skrrt) i decided to go up like major league (goin' up) she just popped the perky just like pork and beans (perky) she just popped the perky, say i hurt her knees (perky) she hurtin' me, wrist strong, hercules (hurtin' me) she hurtin' me, wrist strong, hercules (whoop)",latin,latin pop,Quavo,169620,en,8/10/2018,0.79,0.182,0.629,0.338,-4.055,0.142,170.023,1,8,0.267
Drops of Jupiter,"now that she's back in the atmosphere with drops of jupiter in her hair, hey she acts like summer and walks like rain reminds me that there's a time to change, hey since the return from her stay on the moon she listens like spring and she talks like june, hey but tell me, did you sail across the sun? did you make it to the milky way to see the lights all faded and that heaven is overrated? tell me, did you fall from a shooting star? one without a permanent scar and did you miss me while you were looking for yourself out there? now that she's back from that soul vacation tracing her way through the constellation, hey, mmm she checks out mozart while she does tae-bo reminds me that there's room to grow, hey now that she's back in the atmosphere i'm afraid that she might think of me as plain ol' jane told a story about a man who was too afraid to fly so he never did land but tell me, did the wind sweep you off your feet? did you finally get the chance to dance along the light of day and head back to the milky way? and tell me, did venus blow your mind? was it everything you wanted to find? and did you miss me while you were looking for yourself out there? can you imagine no love, pride, deep-fried chicken your best friend always sticking up for you even when i know you're wrong? can you imagine no first dance, freeze-dried romance five-hour phone conversation the best soy latte that you ever had, and me? but tell me, did the wind sweep you off your feet? (feet) did you finally get the chance to dance along the light of day (light of day) and head back toward the milky way? but tell me, did you sail across the sun? did you make it to the milky way to see the lights all faded and that heaven is overrated? tell me, did you fall for a shooting star? one without a permanent scar and did you miss me while you were looking for yourself? na, na, na, na, na, na na, na, na, na, na, na and did you finally get the chance to dance along the light of day? na, na, na, na, na, na na, na, na, na, na, na and did you fall for a shooting star? fall for a shooting star? na, na, na, na, na, na na, na, na, na, na, na and are you lonely looking for yourself out there?",rock,permanent wave,Train,259933,en,3/27/2001,0.468,0.154,0.64,0.154,-5.862,0.0275,79.297,1,0,0.499
Easy Love,"come on now! sit down girl! i think i love ya! and all i want you to do is repeat after me say a, say b, say c, oh i think she's got it abc is easy it's like counting up to three sing a simple melody, that's how easy love can be abc is easy it's like counting up to three sing a simple melody, that's how easy love can be simple melody, simple melody, sing a simple melody that's how easy love can be simple melody, simple melody, sing a simple melody that's how easy love can be simple melody, simple melody, sing a simple melody that's how easy love can be simple melody, simple melody, sing a simple melody that's how easy love can be that's how easy love can be ohh, come on now! ohhhh abc is easy it's like counting up to three sing a simple melody, that's how easy love can be abc is easy it's like counting up to three sing a simple melody, that's how easy love can be simple melody, simple melody, sing a simple melody that's how easy love can be simple melody, simple melody, sing a simple melody that's how easy love can be simple melody, simple melody, sing a simple melody that's how easy love can be simple melody, simple melody, sing a simple melody that's how easy love can be 123, baby, ooh ooh abc, baby, nah nah do ray mi, baby, ow sing a simple melody, simple melody, sing a simple melody that's how easy love can be simple melody, simple melody, sing a simple melody that's how easy love can be that's how easy love can be that's how easy love can be",latin,tropical,Sigala,229813,en,9/28/2018,0.68,0.175,0.942,0.117,-4.21,0.0628,123.99,1,9,0.65
CAN YOU HEAR ME NOW?,"sitting by the pool, thought that you were through but every word you say is still all about you you're outside your head, don't know where you went to stories are the same, still all about you came close in the dead of night thought i couldn't do it but i knew i was right (ah) i was right (ah), i was right take a sip but you call my bluff good to make me feel like i'm not good enough, oh can you hear me now? it's quiet and you're lonely wishing you could hold me, oh-oh can you hear me now? i was trying, i was trying but i'm no longer fighting, oh-oh can you hear me? i hate it when you're high but i was on your side breathe it 'til it burns, it's not all about you grass beneath my feet, pulling on my teeth try to smile but it hurts, can't remember how to came close in the dead of night thought i couldn't do it but i knew i was right (ah-ah) can you hear me now? it's quiet and you're lonely wishing you could hold me, oh-oh can you hear me now? i was trying, i was trying but i'm no longer fighting, oh-oh can you hear me? (oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh-oh) can you hear me now? last time that you let me down (oh-oh-oh) last time that you let me down (oh-oh-oh) last time that you let me down, oh-oh-oh can you hear me now? it's quiet and you're lonely (lonely) wishing you could hold me, oh-oh can you hear me now? i was trying, i was trying (i was trying) but i'm no longer fighting, oh-oh can you hear me? (now) (oh-oh-oh, oh-oh-oh-oh oh-oh-oh, oh-oh-oh-oh oh-oh-oh, oh-oh-oh-oh) can you hear me? (oh-oh-oh, oh-oh-oh-oh oh-oh-oh, oh-oh-oh-oh oh-oh-oh, oh-oh-oh-oh) can you hear me now? can you hear me?",rock,permanent wave,Bishop Briggs,179440,en,11/8/2019,0.718,0.00455,0.581,0.0726,-6.285,0.103,100.987,1,7,0.406
Women Who Look Like You (feat. Guapdad 4000),"my heart is empty and my phone's full of women who look like you my heart is empty and my phone's full of women who want me the way that i wanted you to they all tell me how they fell for a song that i wrote for you women who look like you, women who look like you i know i shouldn't talk to you i know i shouldn't talk to you i know how to not run to you but i don't know how not to want to i know there ain't a reason to bet i can find a reason to i need somebody to be next to i can't even be alone with the thought of you i know i can't let myself close my eyes it's you that i come to every time my heart is empty and my phone's full of women who look like you my heart is empty and my phone's full of women who want me the way that i wanted you too they all tell me how they fell for a song that i wrote for you women who look like you, women who look like you it's everyone i'm talkin' to it's everyone i'm talkin' to i know it's fucked up but it's true i've been chillin' with easier versions of you i know i can't let myself close my eyes it's you that i come to every time my heart is empty and my phone's full of women who look like you my heart is empty and my phone's full of women who want me the way that i wanted you too they all tell me how they fell for a song that i wrote for you women who look like you, women who look like you it's like, yeah... it's like attack of the clones when i'm scrolling through my call log these days you're like a permanent job that i can never call off these days i been tryna call my old self and put me, him, and you on threeway, yeah so i can tell, ""hey, stupid, stop falling more in love"" with you each day, huh, yeah i been finding bits of you and her, her, and her is your likeness frightening, or am i just hurt? i wore the tee that you bought me and i hate that shirt i'm stuck on another planet tryna recreate terrain on your earth, momma 'cause when it start to rain it's just worse, so i keep my words to a few her face, my hate, they just merge into you i construct and i build me a version of you my heart is empty and my phone's full of women who look like you my heart is empty and my phone's full of women who want me the way that i wanted you too they all tell me how they fell for a song that i wrote for you women who look like you, women who look like you",r&b,urban contemporary,JP Saxe,186381,en,8/28/2019,0.655,0.588,0.497,0.332,-7.247,0.117,87.17,0,7,0.81
Sweet Home Alabama,"one, two, three na big wheels keep on turnin' carry me home to see my kin singin' songs about the southland i miss alabamy once again and i think it's a sin, yes well i heard mr. young sing about her (southern man) well, i heard ol' neil put her down well, i hope neil young will remember a southern man don't need him around, anyhow sweet home alabama where the skies are so blue sweet home alabama lord, i'm coming home to you in birmingham they love the governor, (boo! boo! boo!) now we all did what we could do now watergate does not bother me does your conscience bother you? tell the truth sweet home alabama where the skies are so blue sweet home alabama lord, i'm coming home to you now muscle shoals has got the swampers and they've been known to pick a song or two (yes they do) lord they get me off so much they pick me up when i'm feeling blue now how 'bout you? sweet home alabama where the skies are so blue sweet home alabama lord, i'm coming home to you sweet home alabama (oh, sweet home, baby) where the skies are so blue (and the governor's true) sweet home alabama (lordy) lord, i'm coming home to you (yeah, yeah) my, montgomery's got to stop there montgomery's coming up short one, two, three na big wheels keep on turnin' carry me home to see my kin singin' songs about the southland i miss alabamy once again and i think it's a sin, yes well i heard mr. young sing about her (southern man) well, i heard ol' neil put her down well, i hope neil young will remember a southern man don't need him around, anyhow sweet home alabama where the skies are so blue sweet home alabama lord, i'm coming home to you in birmingham they love the governor, (boo! boo! boo!) now we all did what we could do now watergate does not bother me does your conscience bother you? tell the truth sweet home alabama where the skies are so blue sweet home alabama lord, i'm coming home to you now muscle shoals has got the swampers and they've been known to pick a song or two (yes they do) lord they get me off so much they pick me up when i'm feeling blue now how 'bout you? sweet home alabama where the skies are so blue sweet home alabama lord, i'm coming home to you sweet home alabama (oh, sweet home, baby) where the skies are so blue (and the governor's true) sweet home alabama (lordy) lord, i'm coming home to you (yeah, yeah) my, montgomery's got to stop there montgomery's coming up short one, two, three na big wheels keep on turnin' carry me home to see my kin singin' songs about the southland i miss alabamy once again and i think it's a sin, yes well i heard mr. young sing about her (southern man) well, i heard ol' neil put her down well, i hope neil young will remember a southern man don't need him around, anyhow sweet home alabama where the skies are so blue sweet home alabama lord, i'm coming home to you in birmingham they love the governor, (boo! boo! boo!) now we all did what we could do now watergate does not bother me does your conscience bother you? tell the truth sweet home alabama where the skies are so blue sweet home alabama lord, i'm coming home to you now muscle shoals has got the swampers and they've been known to pick a song or two (yes they do) lord they get me off so much they pick me up when i'm feeling blue now how 'bout you? sweet home alabama where the skies are so blue sweet home alabama lord, i'm coming home to you sweet home alabama (oh, sweet home, baby) where the skies are so blue (and the governor's true) sweet home alabama (lordy) lord, i'm coming home to you (yeah, yeah) my, montgomery's got to stop there montgomery's coming up short",rap,southern hip hop,Lynyrd Skynyrd,283800,en,4/15/1974,0.596,0.181,0.605,0.0863,-12.145,0.0255,97.798,1,7,0.886
Southbound,"well i'm southbound, lord i'm comin' home to you well i'm southbound, baby, lord i'm comin' home to you i got that old lonesome feelin' that's sometimes called the blues well i been workin' every night, travelin' every day yes i been workin' every night, traveling every day you can tell your other man, sweet daddy's on his way aww, ya better believe well i'm southbound whoa i'm southbound well you can tell your other man, sweet daddy's on his way (guitar solo) got your hands full now baby, as soon as i hit that door you'll have your hands full now woman, just as soon as i hit that door well i'm gonna make it on up to you for all the things you should have had before lord, i'm southbound yes i'm southbound whoa i'm southbound, baby said i'm southbound well i'm gonna make it on up to you for all the things you should have had before (piano solo) (guitar solo)",rock,classic rock,The Allman Brothers Band,310467,en,2005,0.552,0.0476,0.832,0.273,-10.405,0.0392,124.631,0,7,0.681
Da' Dip,"this goes out to all the women in the world, especially her you know it don't even matter your age; it don't even matter your color yo, fellas, i ain't forgettin' 'bout y'all this is for everybody who like to dance just listen to what i'm sayin' and do it, and take a chance i put my hand upon your hip, when i dip, you dip, we dip you put your hand upon my hip, when you dip, i dip, we dip i put my hand upon your hip, when i dip, you dip, we dip you put yours, and i put mine, and we can dip down low and roll and grind just get on the floor like i said befo' y'all remember that ""down low""! just put a little dip wit' it now roll those hips wit' it pop it, push it, rock it, roll it can't control it? i'll come hold it it's all in fun so take a chance just get on the floor and do that dance, y'all i know you like this so, don't try to fight it turn around, baby, let me see you from the back yeah, i like it like that get up now, roll those hips drop down, double-up on those dips freak nasty wanna see can y'all do this right here for me? i put my hand upon your hip, when i dip, you dip, we dip you put your hand upon my hip, when you dip, i dip, we dip i put my hand upon your hip, when i dip, you dip, we dip you put yours, and i put mine, and we can dip down low and roll and grind back again with the second verse it's all clean, so i'm not gonna curse droppin' bass like a bad habit love all women, cause i gotta have it comin' at y'all in stereo i'm ridin' that thing like a rodeo hang on, baby, cause the ride is rough, and ... {ooh!} i got my girls in the front now a lady just bumpin' that rump raise it up, let me see that brown slap it, girl, make it jiggle around round and round that rump goes where it stop, yo, no one knows, yeah freak nasty wanna see can y'all do this right here for me? i put my hand upon your hip, when i dip, you dip, we dip you put your hand upon my hip, when you dip, i dip, we dip i put my hand upon your hip, when i dip, you dip, we dip you put yours, and i put mine, and we can dip down low and roll and grind well alright, y'all! if you ain't dippin', you must be trippin'! if you ain't doin it down low, you gots to go! to the people thats movin' slow to the dance floor! yo dj! pump it up some mo-o-o-o ..... it's off to the show in a limo before the show, i gotta get that dough pay them girls what they're worth slip that money under that skirt take it off, baby, let me see you might get a lil' mo' lucci g-string havin' oh so much fun playin' inside, between them buns shortie got it on like marvin teasin' me and you know i'm starvin' lick you up, then lick you down i ain't finished; girl, turn around lick you up and down your back cause i'm that freak, i'm freaky like that! freak nasty wanna see can y'all do this right here for me? i put my hand upon your hip, when i dip, you dip, we dip you put your hand upon my hip, when you dip, i dip, we dip i put my hand upon your hip, when i dip, you dip, we dip you put yours, and i put mine, and we can dip down low and roll and grind i'm settin' it off to another level you're diggin' freak nasty without a shovel this is my world; i'm just a squirrel tryin' to get a nut, so wassup yo, dj, when the party's getting slow join this jam on and watch that flow get taken over like in '94 when i had the whole world gettin' down low new orleans born, atl livin' freak nasty's what i'm givin' my juice is sweet like georgia peaches women suck it up like leeches uh-huh, if you're so good you must admit you like this shhhhhhhhhh yeah, y'all know the song so come on won't you sing it with me? i put my hand upon your hip when i dip you dip we dip you put your hand upon my hip when you dip i dip we dip i put my hand upon your hip when i dip you dip we dip you put your hand upon my hip when you dip i dip we dip i put my hand upon your hip when i dip you dip we dip you put your hand upon my hip when you dip i dip we dip i put my hand upon your hip when i dip you dip we dip you put your hand upon my hip when you dip i dip we dip i put my hand upon your hip when i dip you dip we dip",rap,southern hip hop,Freak Nasty,237000,en,10/29/1996,0.953,0.0079,0.428,0.224,-17.199,0.298,131.737,1,8,0.723
High Rises,"da, da, da, da da-da, da, da, da, da, da, da da-da, da, da, da, da, da, da da-da, da, da, da, da da, da little black girl from the south little black girl run her mouth little black girl don't know where to go 'cause she like to clown and the teachers stay kickin' her out insecure, but she won't say it out loud all she wanna do is make her mama proud she wanna be like them other girls, they in another world she just can't figure them out round face, thick thighs full waist, bright eyes, she wonders if they'll judge her for her size, she doesn't compromise, she's seen this world before, this child is wise never busy but her mind is occupied, she used to dream of high rises but life is full of surpises talent comes in second place to perfect timin' used to swear that i was ready, but back then i wasn't rhymin' funny, hunger came from stayin' in my dorm and eatin' ramen college had me stressin' college had me stressin' so father grant me blessings path i'm on is lonely so, right now just help me feel yo presence gimme royal bars with the humility of mortal peasants pray that every l just stand for lesson call me lauryn as i stand on this hill i begin to survey the field i wondered, just how far i'd get without a deal, 'cause anything i say is real and any line i spit is facts and any dream i have is valid, so i'm never goin' back, shit (listen to that voice inside) (that is where the choice resides) you write the future, you know where it lies i preceed judgment as anger's disguise taking a risk will always yield a prize people will tell us to follow our heart and then look at us crazy when we live our lives my mom, this one's for dad all of the supporters that i ever had this for the principal at my highschool who said i would be nothin', well look where i'm at won't stop till i ain't got to look at the tag till' we go out to eat and i pick up the tab took a leap on my dream now it's all i can see i'm enjoyin' the scene and i'm not lookin' back, shit doo, doo, doo, doo, doo, doo, doo, doo doo, doo, doo, doo, doo, doo, doo, doo doo, doo, doo, doo, doo, doo, doo, doo doo, doo, doo, doo, doo, doo, doo, doo doo, doo, doo, doo, doo, doo, doo, doo doo, doo, doo, doo, doo, doo, doo, doo",rap,hip hop,CHIKA,212993,en,6/28/2019,0.389,0.438,0.566,0.11,-8.187,0.385,65.36,1,7,0.604
