track_name,track_artist,language,playlist_genre,playlist_subgenre,genre_encoded,language_encoded
CYANIDE,Daniel Caesar,en,r&b,urban contemporary,11,1
Dang! (feat. Anderson .Paak),Mac Miller,en,r&b,neo soul,11,1
Divinity - filous Remix,Porter Robinson,en,pop,indie poptimism,10,1
Without Me,Eminem,en,rap,southern hip hop,12,1
Owner of a Lonely Heart,Yes,en,rock,album rock,13,1
Ghost,Lianne La Havas,en,r&b,neo soul,11,1
Faucet Failure,Ski Mask The Slump God,en,rap,gangster rap,12,1
Ghost,Motorama,en,rock,permanent wave,13,1
Spring Summer Feeling,Jill Scott,en,r&b,neo soul,11,1
Dontcha,The Internet,en,r&b,neo soul,11,1
I Think of You,Sandra Lynn,en,r&b,neo soul,11,1
Roses,BJ The Chicago Kid,en,r&b,neo soul,11,1
Barracuda,Heart,en,rock,classic rock,13,1
Gold,Kiiara,en,pop,indie poptimism,10,1
I'm Shakin',Jack White,en,rock,classic rock,13,1
SOS,McClenney,en,r&b,neo soul,11,1
Glory of Love,Peter Cetera,en,rock,album rock,13,1
Inside the Lines (feat. Casso),Mike Perry,en,latin,tropical,9,1
Hard 2 Love,Haystak,en,rap,southern hip hop,12,1
It's Going Down,South Circle,en,rap,southern hip hop,12,1
The Voices,dreamEater,en,rap,trap,12,1
Superstar,Lupe Fiasco,en,rap,southern hip hop,12,1
Let's Wait Awhile,Janet Jackson,en,r&b,new jack swing,11,1
Adore You,Maisie Peters,en,pop,post-teen pop,10,1
Ballin,Logic,en,rap,hip hop,12,1
but,Keys of Philadelphia,en,edm,pop edm,8,1
Woman,Wolfmother,en,rock,hard rock,13,1
Lovers on the Sun (feat. Sam Martin) - Stadiumx Remix,David Guetta,en,edm,big room,8,1
Tropic Love,Diviners,en,pop,electropop,10,1
Pizza,Anti Up,en,edm,big room,8,1
Cocaine,Eric Clapton,en,rock,album rock,13,1
Screwed Up,Ludacris,en,rap,southern hip hop,12,1
Hello,Adele,en,pop,electropop,10,1
Tuesday (feat. Drake),ILOVEMAKONNEN,en,edm,pop edm,8,1
Slam,Onyx,en,rap,gangster rap,12,1
Calypso,Luis Fonsi,en,latin,latin hip hop,9,1
Town Called Malice,The Jam,en,rock,permanent wave,13,1
In Love With You,Erykah Badu,en,r&b,neo soul,11,1
Anything Could Happen,Ellie Goulding,en,pop,dance pop,10,1
Speechless (feat. Erika Sirola) - MOTi Remix,Robin Schulz,en,pop,dance pop,10,1
Backseat,Ari Lennox,en,r&b,urban contemporary,11,1
Kaputt,Destroyer,en,pop,dance pop,10,1
Spoonful,Grizfolk,en,pop,indie poptimism,10,1
Who Needs Love,Trippie Redd,en,rap,trap,12,1
Love,Musiq Soulchild,en,r&b,neo soul,11,1
Catalina Breeze,The Blue Jean Committee,en,rock,permanent wave,13,1
Uma,Panama Wedding,en,pop,indie poptimism,10,1
Lovergirl,Teena Marie,en,r&b,urban contemporary,11,1
Lonely (feat. Lorine Chia),Jamila Woods,en,r&b,neo soul,11,1
Be Like You,CVBZ,en,latin,tropical,9,1
Meaning of Life,Disturbed,en,rock,hard rock,13,1
Animals,Maroon 5,en,pop,post-teen pop,10,1
First Things First,Stormzy,en,rap,southern hip hop,12,1
Apollo - Radio Edit,Hardwell,en,edm,progressive electro house,8,1
I Gotta Clean Up,Marvin Sease,en,rap,southern hip hop,12,1
Still Alive,Prison,en,rock,hard rock,13,1
Got 'Til It's Gone,Janet Jackson,en,r&b,new jack swing,11,1
Karma Chameleon,Culture Club,en,pop,electropop,10,1
Limelight,Rush,en,rock,classic rock,13,1
Puttin' On The Ritz - Disco Mix Radio Edit,Taco,en,edm,electro house,8,1
Mork,The Bloody Beetroots,en,edm,electro house,8,1
Climbing Walls,Strange Talk,en,pop,indie poptimism,10,1
No Money,Galantis,en,pop,electropop,10,1
2 Cigarettes,Jack & Jack,en,r&b,urban contemporary,11,1
Eenie Meenie,Justin Bieber,en,latin,latin hip hop,9,1
Stay,Post Malone,en,pop,indie poptimism,10,1
Honey Dove,Lee Fields & The Expressions,en,r&b,neo soul,11,1
Hail Mary,2Pac,en,rap,gangster rap,12,1
Hey Jealousy,Gin Blossoms,en,rock,permanent wave,13,1
Music,Leela James,en,r&b,neo soul,11,1
Low Life,Crobot,en,rock,hard rock,13,1
Down to the River,Danny Boone,en,rap,southern hip hop,12,1
Side To Side - Slushii Remix,Ariana Grande,en,edm,pop edm,8,1
Susie Q - Single Version,Creedence Clearwater Revival,en,rock,hard rock,13,1
Fuck You,CeeLo Green,en,edm,pop edm,8,1
Just As I Am,Marshall Marshall,en,pop,dance pop,10,1
Bridges,Broods,en,pop,indie poptimism,10,1
Tears Don't Fall,Bullet For My Valentine,en,rock,hard rock,13,1
Don't Worry Bout Me - Alle Farben Remix,Zara Larsson,en,pop,dance pop,10,1
3 Nights,Dominic Fike,en,latin,latin pop,9,1
Love Me Like You Do,Ellie Goulding,en,pop,post-teen pop,10,1
Heaven,The Blaze,en,edm,electro house,8,1
WORKIN ME,Quavo,en,latin,latin pop,9,1
Drops of Jupiter,Train,en,rock,permanent wave,13,1
Easy Love,Sigala,en,latin,tropical,9,1
CAN YOU HEAR ME NOW?,Bishop Briggs,en,rock,permanent wave,13,1
Women Who Look Like You (feat. Guapdad 4000),JP Saxe,en,r&b,urban contemporary,11,1
Sweet Home Alabama,Lynyrd Skynyrd,en,rap,southern hip hop,12,1
Southbound,The Allman Brothers Band,en,rock,classic rock,13,1
Da' Dip,Freak Nasty,en,rap,southern hip hop,12,1
High Rises,CHIKA,en,rap,hip hop,12,1
Jekyll and Hyde,Five Finger Death Punch,en,rock,hard rock,13,1
Panic Room,Au/Ra,en,edm,progressive electro house,8,1
Funky Town,Lipps Inc.,en,pop,post-teen pop,10,1
I'm Your Baby Tonight,Whitney Houston,en,r&b,new jack swing,11,1
Rockstar (feat. DV8),Timmy Trumpet,en,edm,progressive electro house,8,1
Kings & Queens (feat. Run The Jewels),DJ Shadow,en,rap,gangster rap,12,1
Breaking the Habit,Linkin Park,en,rock,album rock,13,1
Nightrain,Guns N' Roses,en,rock,album rock,13,1
End Of The Road,Boyz II Men,en,r&b,new jack swing,11,1
Freefall,Camel,en,rock,album rock,13,1
This Is What It Feels Like,Armin van Buuren,en,edm,progressive electro house,8,1
Ready For Love,India.Arie,en,r&b,neo soul,11,1
You Really Got Me,Van Halen,en,rock,classic rock,13,1
Every Little Thing I Do - Remix,Soul For Real,en,r&b,new jack swing,11,1
