track_name,language,playlist_genre,playlist_subgenre,track_artist,kmeans_cluster,agg_cluster,dbscan_cluster
Time of Dying,en,rock,hard rock,Three Days Grace,0,1,0
Don't Cry (Original),en,rock,classic rock,Guns N' Roses,1,0,0
Die For You,en,rock,hard rock,Red,0,1,0
Let You Know - Nathan C Remix,en,edm,progressive electro house,Flume,0,1,0
On Top Of The World,en,latin,latin hip hop,Imagine Dragons,0,0,0
One Day,en,rap,southern hip hop,UGK,0,1,1
Black Horse And The Cherry Tree,en,rock,album rock,KT Tunstall,1,0,0
You & Me - Flume Remix,en,rap,trap,Disclosure,1,0,0
High On Life (feat. Bonn),en,pop,dance pop,Martin Garrix,0,1,0
"Rhythm Is A Dancer - 7"" Edit",en,pop,dance pop,SNAP!,1,0,0
Can't Fight This Feeling,en,rock,hard rock,REO Speedwagon,1,0,0
Runaway,en,latin,tropical,Halcyon,0,1,2
Smilin,en,rap,southern hip hop,Demun Jones,0,1,0
BOSS,en,r&b,hip pop,The Carters,0,1,1
Self Control,en,r&b,neo soul,Frank Ocean,1,0,0
Fool's Gold,en,r&b,neo soul,Jill Scott,1,0,0
Lockjaw (feat. Kodak Black),en,rap,gangster rap,French Montana,0,1,2
Glory Days,en,rock,classic rock,Bruce Springsteen,1,0,0
Whatever It Takes,en,pop,post-teen pop,Imagine Dragons,0,1,0
Sunday Bloody Sunday - Remastered 2008,en,rock,classic rock,U2,1,0,0
All or Nothing - Sultan + Shepard Remix,en,latin,tropical,Lost Frequencies,0,1,0
Dive (feat. Cosmos & Creature) (feat. Cosmos & Creature),en,edm,pop edm,Attom,0,1,0
Kiss You All Over,en,rock,classic rock,Exile,1,0,-1
Candy Rain,en,r&b,new jack swing,Soul For Real,0,1,0
GAMES ON YOUR PHONE,en,r&b,urban contemporary,24kGoldn,0,1,0
Don't Give Up,en,edm,progressive electro house,Chicane,1,0,0
Time In,en,rap,trap,Billy Marchiafava,0,0,0
In The Middle,en,pop,indie poptimism,dodie,1,0,0
That's Why (You Go Away) - 2014 Remastered Version,en,rock,album rock,Michael Learns To Rock,1,0,0
I Need A Hot Girl,en,rap,hip hop,Hot Boys,1,0,0
Express Yourself,en,r&b,urban contemporary,Charles Wright & The Watts 103rd Street Rhythm Band,1,0,0
BAD KID,en,rap,gangster rap,Night Lovell,1,0,0
Unstoppable,en,pop,indie poptimism,Paperwhite,1,0,0
It's a Sin - 2001 Remaster,en,pop,electropop,Pet Shop Boys,0,1,0
Nothin' But The Cavi Hit,en,rap,gangster rap,Mack 10,0,0,0
Unknown (To You),en,r&b,urban contemporary,Jacob Banks,0,1,0
Killing In The Name,en,rock,permanent wave,Rage Against The Machine,0,1,0
There Are Too Many Of Us,en,rock,permanent wave,Blur,1,0,0
Do Me Right,en,r&b,new jack swing,Guy,1,0,0
Bow Down,en,rock,hard rock,I Prevail,0,1,0
Glow - JSapp Remix,en,edm,progressive electro house,Britt Nicole,0,1,0
Cough Syrup,en,pop,post-teen pop,Young the Giant,0,1,0
Blame,en,r&b,neo soul,Bryson Tiller,1,1,0
Stone,en,pop,indie poptimism,Agnes Obel,1,0,-1
Tell Your Friends,en,r&b,neo soul,The Weeknd,1,0,0
Is It Good To You,en,r&b,new jack swing,Teddy Riley,1,0,0
I Gotta Feeling,en,latin,latin hip hop,The Black Eyed Peas,1,0,0
Carry On - Nicky Romero Remix,en,pop,dance pop,Kygo,0,1,0
Before You Hit The Ground,en,rock,classic rock,Jonny Lang,1,0,0
Driftin' Blues,en,rock,classic rock,Charles Brown,1,0,0
Between The Devil And The Deep Blue Sea,en,rock,permanent wave,George Harrison,1,0,0
Since U Been Gone,en,latin,latin hip hop,Kelly Clarkson,0,0,0
Miss You Much,en,r&b,new jack swing,Janet Jackson,1,0,0
Stars,en,edm,electro house,VIZE,0,1,0
Flash Funk (feat. Marshmello),en,edm,big room,League of Legends,0,1,0
Oxygen,en,pop,post-teen pop,Maia Mitchell,0,1,0
I Found You (with Calvin Harris),en,pop,dance pop,benny blanco,0,1,0
Don't Stop Me Now - 2011 Mix,en,rock,album rock,Queen,0,1,0
MONOMANIA,en,rock,hard rock,The Word Alive,0,1,0
This Ain't My Day,en,rap,southern hip hop,Fredro Starr,1,0,0
Do Me Right,en,r&b,new jack swing,Guy,1,0,0
Stitches,en,pop,post-teen pop,Shawn Mendes,0,0,0
Twenty Eight,en,r&b,urban contemporary,The Weeknd,1,0,0
In the Morning (feat. Syd & Thundercat),en,r&b,hip pop,Mac Miller,0,1,-1
In Trance - Studio Edit,en,rock,hard rock,Scorpions,0,1,0
Bad Blood,en,r&b,urban contemporary,Nao,1,1,0
Somethin Out of Nothin' (feat. Saara Maria),en,r&b,neo soul,Joomanji,1,0,0
Never Really Over - R3HAB Remix,en,pop,dance pop,Katy Perry,0,1,0
Bankroll,en,rap,gangster rap,Taz,1,0,0
Sometimes I Wonder,en,r&b,neo soul,Darius Rucker,1,0,0
I Never Loved a Man (The Way I Love You),en,r&b,neo soul,Aretha Franklin,1,0,0
Me and My Downfall,en,rock,album rock,DeeExpus,1,0,0
Steambreather,en,rock,hard rock,Mastodon,0,1,0
Heartbreaker - 1990 Remaster,en,rock,classic rock,Led Zeppelin,1,0,0
Chainsmoking,en,pop,indie poptimism,Jacob Banks,0,1,0
Tilt,en,rock,permanent wave,Scott Walker,1,0,0
Body Parts,en,r&b,neo soul,Raphael Saadiq,1,0,0
Tainted Love,en,rock,classic rock,Soft Cell,0,0,0
Love Me Less (feat. Quinn XCII) - Party Pupils Remix,en,pop,dance pop,MAX,0,0,0
Sweet November,en,r&b,new jack swing,Troop,1,0,0
make daddy proud,en,pop,electropop,blackbear,1,0,0
The Pressure,en,rock,album rock,The Cranberries,0,0,0
Riot Rhythm,en,rock,album rock,Sleigh Bells,0,1,0
Your Love,en,r&b,neo soul,Tom Misch,1,0,0
Would You Mind,en,r&b,hip pop,PRETTYMUCH,0,1,0
Odessa,en,pop,dance pop,Caribou,1,0,0
Sanguine Paradise,en,rap,hip hop,Lil Uzi Vert,0,0,0
For Life (feat. Clint Lowery),en,rock,hard rock,3 Years Hollow,0,1,0
Milkshake,en,rap,southern hip hop,Kelis,1,0,0
Together Forever,en,latin,latin hip hop,Lisette Melendez,1,0,0
Only Can Get Better (feat. Daniel Merriweather),en,latin,tropical,Silk City,0,0,0
Cars,en,rock,permanent wave,Gary Numan,1,0,0
Travelin' Band,en,rock,classic rock,Creedence Clearwater Revival,0,1,0
Stay (Electro Swing Remix),en,edm,electro house,11 Acorn Lane,0,0,0
I'm Blessed,en,r&b,urban contemporary,Charlie Wilson,0,1,0
In the Air Tonight,en,rock,hard rock,Nonpoint,0,0,0
No Love Like Yours,en,r&b,neo soul,Edward Sharpe & The Magnetic Zeros,0,1,0
Now That We Found Love,en,r&b,new jack swing,Heavy D & The Boyz,1,0,0
Beat Of My Drum,en,pop,indie poptimism,POWERS,0,0,0
All Falls Down (feat. Juliander),en,edm,electro house,Alan Walker,1,0,0
Take Me Out,en,rock,permanent wave,Franz Ferdinand,1,0,0
Stardust,en,rock,hard rock,Gemini Syndrome,0,1,0
Swingin Party - 2008 Remaster,en,rock,permanent wave,The Replacements,1,0,0
Mother - Fedde Le Grand Remix,en,pop,dance pop,Charlie Puth,0,1,0
Animals - Radio Edit,en,edm,big room,Martin Garrix,0,1,0
Don't Be Afraid,en,r&b,new jack swing,Aaron Hall,0,1,0
Feels - Jai Wolf Remix,en,pop,indie poptimism,Kiiara,0,1,0
Palm Beach,en,latin,tropical,Vicente Garcia,1,0,0
In My Life - Remastered 2009,en,rock,classic rock,The Beatles,1,0,0
Peace of Mind,en,rock,album rock,Boston,1,0,0
Use Somebody,en,rock,classic rock,Kings of Leon,0,1,0
Superstar,en,edm,pop edm,Said the Sky,0,1,0
To Cut a Long Story Short - 2010 Remaster,en,rock,permanent wave,Spandau Ballet,0,0,0
Check Yo Self - Remix,en,rap,southern hip hop,Ice Cube,1,0,0
Move To The City - Live In Japan / 1992,en,rock,album rock,Guns N' Roses,0,0,-1
My Way,en,rock,hard rock,Limp Bizkit,1,0,0
Motor City Madhouse - Edit,en,rock,hard rock,Ted Nugent,0,0,0
Flick Of The Wrist - Remastered 2011,en,rock,album rock,Queen,0,1,0
Burden,en,pop,indie poptimism,TENDER,1,0,0
Hardwired,en,rock,hard rock,Metallica,0,1,0
Colors,en,r&b,hip pop,Black Pumas,0,1,0
High And Dry,en,pop,indie poptimism,Radiohead,1,0,0
Burn - Original Mix,en,edm,electro house,KSHMR,0,1,0
Unwritten,en,pop,post-teen pop,Natasha Bedingfield,1,0,0
Chocolate Jesus,en,rock,permanent wave,Tom Waits,1,0,-1
Neon,en,pop,indie poptimism,Frida Sundemo,1,0,0
Stay,en,edm,progressive electro house,David Guetta,1,0,0
Won't Get Fooled Again - Original Album Version,en,rock,hard rock,The Who,1,0,-1
Is This It,en,rock,permanent wave,The Strokes,1,0,0
Trouble,en,pop,indie poptimism,Cage The Elephant,1,0,0
do re mi,en,rap,hip hop,blackbear,1,1,0
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",en,pop,dance pop,Justin Timberlake,1,0,0
"What Christmas Means to Me - from ""The Best Man Holiday Original Motion Picture Soundtrack""",en,r&b,neo soul,Fantasia,0,0,0
Wolf,en,pop,indie poptimism,Skott,1,0,0
Thiago Silva,en,rap,hip hop,Dave,0,1,0
Lean On (feat. MØ & DJ Snake) - Tiësto & MOTi Remix,en,pop,electropop,Major Lazer,0,1,0
Easy Love - Original Mix,en,latin,tropical,Sigala,0,0,0
Thursday,en,r&b,neo soul,Leven Kali,1,0,0
Feelin' Alright?,en,rock,classic rock,Traffic,1,0,0
Stupid for You,en,pop,post-teen pop,Waterparks,0,1,0
Paranoid,en,rock,hard rock,Black Sabbath,0,1,0
Electric (feat. Khalid),en,pop,indie poptimism,Alina Baraz,1,0,0
Blowin' Trees (+ Napdonalds Skit),en,rap,southern hip hop,Nappy Roots,0,1,0
Last Request,en,rock,album rock,Paolo Nutini,1,0,0
CYANIDE,en,r&b,urban contemporary,Daniel Caesar,0,1,-1
Dang! (feat. Anderson .Paak),en,r&b,neo soul,Mac Miller,0,0,0
Divinity - filous Remix,en,pop,indie poptimism,Porter Robinson,1,0,0
Without Me,en,rap,southern hip hop,Eminem,1,0,0
Owner of a Lonely Heart,en,rock,album rock,Yes,1,0,0
Ghost,en,r&b,neo soul,Lianne La Havas,1,0,0
Faucet Failure,en,rap,gangster rap,Ski Mask The Slump God,0,1,0
Ghost,en,rock,permanent wave,Motorama,0,1,0
Spring Summer Feeling,en,r&b,neo soul,Jill Scott,1,0,-1
Dontcha,en,r&b,neo soul,The Internet,1,0,0
I Think of You,en,r&b,neo soul,Sandra Lynn,1,0,0
Roses,en,r&b,neo soul,BJ The Chicago Kid,0,0,0
Barracuda,en,rock,classic rock,Heart,0,1,0
Gold,en,pop,indie poptimism,Kiiara,0,1,-1
I'm Shakin',en,rock,classic rock,Jack White,1,1,0
SOS,en,r&b,neo soul,McClenney,1,0,0
Glory of Love,en,rock,album rock,Peter Cetera,1,1,0
Inside the Lines (feat. Casso),en,latin,tropical,Mike Perry,0,0,0
Hard 2 Love,en,rap,southern hip hop,Haystak,1,0,0
It's Going Down,en,rap,southern hip hop,South Circle,1,0,0
The Voices,en,rap,trap,dreamEater,0,1,0
Superstar,en,rap,southern hip hop,Lupe Fiasco,0,1,1
Let's Wait Awhile,en,r&b,new jack swing,Janet Jackson,1,0,-1
Adore You,en,pop,post-teen pop,Maisie Peters,1,0,0
Ballin,en,rap,hip hop,Logic,0,1,0
but,en,edm,pop edm,Keys of Philadelphia,0,1,0
Woman,en,rock,hard rock,Wolfmother,0,1,0
Lovers on the Sun (feat. Sam Martin) - Stadiumx Remix,en,edm,big room,David Guetta,0,0,-1
Tropic Love,en,pop,electropop,Diviners,1,0,0
Pizza,en,edm,big room,Anti Up,0,1,0
Cocaine,en,rock,album rock,Eric Clapton,1,0,0
Screwed Up,en,rap,southern hip hop,Ludacris,0,1,0
Hello,en,pop,electropop,Adele,0,0,0
Tuesday (feat. Drake),en,edm,pop edm,ILOVEMAKONNEN,0,1,0
Slam,en,rap,gangster rap,Onyx,0,1,0
Calypso,en,latin,latin hip hop,Luis Fonsi,0,0,0
Town Called Malice,en,rock,permanent wave,The Jam,1,0,0
In Love With You,en,r&b,neo soul,Erykah Badu,1,0,-1
Anything Could Happen,en,pop,dance pop,Ellie Goulding,1,0,0
Speechless (feat. Erika Sirola) - MOTi Remix,en,pop,dance pop,Robin Schulz,1,0,0
Backseat,en,r&b,urban contemporary,Ari Lennox,0,1,0
Kaputt,en,pop,dance pop,Destroyer,1,0,0
Spoonful,en,pop,indie poptimism,Grizfolk,0,1,0
Who Needs Love,en,rap,trap,Trippie Redd,1,0,0
Love,en,r&b,neo soul,Musiq Soulchild,1,0,0
Catalina Breeze,en,rock,permanent wave,The Blue Jean Committee,1,0,0
Uma,en,pop,indie poptimism,Panama Wedding,1,0,0
Lovergirl,en,r&b,urban contemporary,Teena Marie,1,0,0
Lonely (feat. Lorine Chia),en,r&b,neo soul,Jamila Woods,1,0,0
Be Like You,en,latin,tropical,CVBZ,0,1,0
Meaning of Life,en,rock,hard rock,Disturbed,0,0,0
Animals,en,pop,post-teen pop,Maroon 5,0,1,0
First Things First,en,rap,southern hip hop,Stormzy,0,1,0
Apollo - Radio Edit,en,edm,progressive electro house,Hardwell,0,1,0
I Gotta Clean Up,en,rap,southern hip hop,Marvin Sease,1,0,-1
Still Alive,en,rock,hard rock,Prison,0,1,0
Got 'Til It's Gone,en,r&b,new jack swing,Janet Jackson,1,0,0
Karma Chameleon,en,pop,electropop,Culture Club,1,0,0
Limelight,en,rock,classic rock,Rush,1,0,0
Puttin' On The Ritz - Disco Mix Radio Edit,en,edm,electro house,Taco,0,0,0
Mork,en,edm,electro house,The Bloody Beetroots,0,1,0
Climbing Walls,en,pop,indie poptimism,Strange Talk,0,0,0
No Money,en,pop,electropop,Galantis,0,0,0
2 Cigarettes,en,r&b,urban contemporary,Jack & Jack,1,0,0
Eenie Meenie,en,latin,latin hip hop,Justin Bieber,1,0,0
Stay,en,pop,indie poptimism,Post Malone,1,0,0
Honey Dove,en,r&b,neo soul,Lee Fields & The Expressions,0,1,0
Hail Mary,en,rap,gangster rap,2Pac,0,1,-1
Hey Jealousy,en,rock,permanent wave,Gin Blossoms,0,1,0
Music,en,r&b,neo soul,Leela James,1,0,0
Low Life,en,rock,hard rock,Crobot,1,0,0
Down to the River,en,rap,southern hip hop,Danny Boone,1,0,0
Side To Side - Slushii Remix,en,edm,pop edm,Ariana Grande,0,1,0
Susie Q - Single Version,en,rock,hard rock,Creedence Clearwater Revival,1,0,0
Fuck You,en,edm,pop edm,CeeLo Green,0,0,0
Just As I Am,en,pop,dance pop,Marshall Marshall,0,1,0
Bridges,en,pop,indie poptimism,Broods,0,1,0
Tears Don't Fall,en,rock,hard rock,Bullet For My Valentine,0,1,-1
Don't Worry Bout Me - Alle Farben Remix,en,pop,dance pop,Zara Larsson,0,1,0
3 Nights,en,latin,latin pop,Dominic Fike,0,1,0
Love Me Like You Do,en,pop,post-teen pop,Ellie Goulding,1,0,0
Heaven,en,edm,electro house,The Blaze,1,0,0
WORKIN ME,en,latin,latin pop,Quavo,0,1,0
Drops of Jupiter,en,rock,permanent wave,Train,1,0,0
Easy Love,en,latin,tropical,Sigala,0,0,0
CAN YOU HEAR ME NOW?,en,rock,permanent wave,Bishop Briggs,1,0,0
Women Who Look Like You (feat. Guapdad 4000),en,r&b,urban contemporary,JP Saxe,1,0,0
Sweet Home Alabama,en,rap,southern hip hop,Lynyrd Skynyrd,1,0,0
Southbound,en,rock,classic rock,The Allman Brothers Band,1,0,0
Da' Dip,en,rap,southern hip hop,Freak Nasty,1,1,-1
High Rises,en,rap,hip hop,CHIKA,0,1,-1
Jekyll and Hyde,en,rock,hard rock,Five Finger Death Punch,0,1,0
Panic Room,en,edm,progressive electro house,Au/Ra,0,1,0
Funky Town,en,pop,post-teen pop,Lipps Inc.,1,0,0
I'm Your Baby Tonight,en,r&b,new jack swing,Whitney Houston,0,1,0
Rockstar (feat. DV8),en,edm,progressive electro house,Timmy Trumpet,0,1,0
Kings & Queens (feat. Run The Jewels),en,rap,gangster rap,DJ Shadow,0,1,0
Breaking the Habit,en,rock,album rock,Linkin Park,0,0,0
Nightrain,en,rock,album rock,Guns N' Roses,0,1,0
End Of The Road,en,r&b,new jack swing,Boyz II Men,1,0,-1
Freefall,en,rock,album rock,Camel,1,0,0
This Is What It Feels Like,en,edm,progressive electro house,Armin van Buuren,0,1,0
Ready For Love,en,r&b,neo soul,India.Arie,1,0,0
You Really Got Me,en,rock,classic rock,Van Halen,0,1,0
Every Little Thing I Do - Remix,en,r&b,new jack swing,Soul For Real,1,0,0
