track_name,track_artist,language,playlist_genre,playlist_subgenre,genre_encoded,language_encoded,beta_vae_tuned_beta1_kmeans_cluster
Would You Mind,PRETTYMUCH,en,r&b,hip pop,11,1,13
Odessa,Caribou,en,pop,dance pop,10,1,7
Sanguine Paradise,Lil Uzi Vert,en,rap,hip hop,12,1,5
For Life (feat. Clint Lowery),3 Years Hollow,en,rock,hard rock,13,1,1
Milkshake,Kelis,en,rap,southern hip hop,12,1,7
Together Forever,Lisette Melendez,en,latin,latin hip hop,9,1,1
Only Can Get Better (feat. Daniel Merriweather),Silk City,en,latin,tropical,9,1,1
Cars,Gary Numan,en,rock,permanent wave,13,1,7
Travelin' Band,Creedence Clearwater Revival,en,rock,classic rock,13,1,1
Stay (Electro Swing Remix),11 Acorn Lane,en,edm,electro house,8,1,7
I'm Blessed,Charlie Wilson,en,r&b,urban contemporary,11,1,1
In the Air Tonight,Nonpoint,en,rock,hard rock,13,1,7
No Love Like Yours,Edward Sharpe & The Magnetic Zeros,en,r&b,neo soul,11,1,13
Now That We Found Love,Heavy D & The Boyz,en,r&b,new jack swing,11,1,3
Beat Of My Drum,POWERS,en,pop,indie poptimism,10,1,1
All Falls Down (feat. Juliander),Alan Walker,en,edm,electro house,8,1,7
Take Me Out,Franz Ferdinand,en,rock,permanent wave,13,1,13
Stardust,Gemini Syndrome,en,rock,hard rock,13,1,1
Swingin Party - 2008 Remaster,The Replacements,en,rock,permanent wave,13,1,13
Mother - Fedde Le Grand Remix,Charlie Puth,en,pop,dance pop,10,1,1
Animals - Radio Edit,Martin Garrix,en,edm,big room,8,1,1
Don't Be Afraid,Aaron Hall,en,r&b,new jack swing,11,1,11
Feels - Jai Wolf Remix,Kiiara,en,pop,indie poptimism,10,1,5
Palm Beach,Vicente Garcia,en,latin,tropical,9,1,3
In My Life - Remastered 2009,The Beatles,en,rock,classic rock,13,1,3
Peace of Mind,Boston,en,rock,album rock,13,1,7
Use Somebody,Kings of Leon,en,rock,classic rock,13,1,11
Superstar,Said the Sky,en,edm,pop edm,8,1,1
To Cut a Long Story Short - 2010 Remaster,Spandau Ballet,en,rock,permanent wave,13,1,7
Check Yo Self - Remix,Ice Cube,en,rap,southern hip hop,12,1,6
Move To The City - Live In Japan / 1992,Guns N' Roses,en,rock,album rock,13,1,5
My Way,Limp Bizkit,en,rock,hard rock,13,1,7
Motor City Madhouse - Edit,Ted Nugent,en,rock,hard rock,13,1,1
Flick Of The Wrist - Remastered 2011,Queen,en,rock,album rock,13,1,5
Burden,TENDER,en,pop,indie poptimism,10,1,13
Hardwired,Metallica,en,rock,hard rock,13,1,5
Colors,Black Pumas,en,r&b,hip pop,11,1,11
High And Dry,Radiohead,en,pop,indie poptimism,10,1,3
Burn - Original Mix,KSHMR,en,edm,electro house,8,1,5
Unwritten,Natasha Bedingfield,en,pop,post-teen pop,10,1,7
Chocolate Jesus,Tom Waits,en,rock,permanent wave,13,1,3
Neon,Frida Sundemo,en,pop,indie poptimism,10,1,12
Stay,David Guetta,en,edm,progressive electro house,8,1,7
Won't Get Fooled Again - Original Album Version,The Who,en,rock,hard rock,13,1,13
Is This It,The Strokes,en,rock,permanent wave,13,1,7
Trouble,Cage The Elephant,en,pop,indie poptimism,10,1,3
do re mi,blackbear,en,rap,hip hop,12,1,13
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,en,pop,dance pop,10,1,7
"What Christmas Means to Me - from ""The Best Man Holiday Original Motion Picture Soundtrack""",Fantasia,en,r&b,neo soul,11,1,7
Wolf,Skott,en,pop,indie poptimism,10,1,3
Thiago Silva,Dave,en,rap,hip hop,12,1,10
Lean On (feat. MØ & DJ Snake) - Tiësto & MOTi Remix,Major Lazer,en,pop,electropop,10,1,1
Easy Love - Original Mix,Sigala,en,latin,tropical,9,1,1
Thursday,Leven Kali,en,r&b,neo soul,11,1,2
Feelin' Alright?,Traffic,en,rock,classic rock,13,1,3
Stupid for You,Waterparks,en,pop,post-teen pop,10,1,1
Paranoid,Black Sabbath,en,rock,hard rock,13,1,5
Electric (feat. Khalid),Alina Baraz,en,pop,indie poptimism,10,1,2
Blowin' Trees (+ Napdonalds Skit),Nappy Roots,en,rap,southern hip hop,12,1,4
Last Request,Paolo Nutini,en,rock,album rock,13,1,7
CYANIDE,Daniel Caesar,en,r&b,urban contemporary,11,1,10
Dang! (feat. Anderson .Paak),Mac Miller,en,r&b,neo soul,11,1,6
Divinity - filous Remix,Porter Robinson,en,pop,indie poptimism,10,1,3
Without Me,Eminem,en,rap,southern hip hop,12,1,7
Owner of a Lonely Heart,Yes,en,rock,album rock,13,1,7
Ghost,Lianne La Havas,en,r&b,neo soul,11,1,12
Faucet Failure,Ski Mask The Slump God,en,rap,gangster rap,12,1,4
Ghost,Motorama,en,rock,permanent wave,13,1,1
Spring Summer Feeling,Jill Scott,en,r&b,neo soul,11,1,13
Dontcha,The Internet,en,r&b,neo soul,11,1,3
I Think of You,Sandra Lynn,en,r&b,neo soul,11,1,3
Roses,BJ The Chicago Kid,en,r&b,neo soul,11,1,13
Barracuda,Heart,en,rock,classic rock,13,1,1
Gold,Kiiara,en,pop,indie poptimism,10,1,4
I'm Shakin',Jack White,en,rock,classic rock,13,1,6
SOS,McClenney,en,r&b,neo soul,11,1,3
Glory of Love,Peter Cetera,en,rock,album rock,13,1,11
Inside the Lines (feat. Casso),Mike Perry,en,latin,tropical,9,1,7
Hard 2 Love,Haystak,en,rap,southern hip hop,12,1,7
It's Going Down,South Circle,en,rap,southern hip hop,12,1,6
The Voices,dreamEater,en,rap,trap,12,1,5
Superstar,Lupe Fiasco,en,rap,southern hip hop,12,1,4
Let's Wait Awhile,Janet Jackson,en,r&b,new jack swing,11,1,12
Adore You,Maisie Peters,en,pop,post-teen pop,10,1,7
Ballin,Logic,en,rap,hip hop,12,1,10
but,Keys of Philadelphia,en,edm,pop edm,8,1,1
Woman,Wolfmother,en,rock,hard rock,13,1,1
Lovers on the Sun (feat. Sam Martin) - Stadiumx Remix,David Guetta,en,edm,big room,8,1,5
Tropic Love,Diviners,en,pop,electropop,10,1,7
Pizza,Anti Up,en,edm,big room,8,1,1
Cocaine,Eric Clapton,en,rock,album rock,13,1,3
Screwed Up,Ludacris,en,rap,southern hip hop,12,1,10
Hello,Adele,en,pop,electropop,10,1,11
Tuesday (feat. Drake),ILOVEMAKONNEN,en,edm,pop edm,8,1,6
Slam,Onyx,en,rap,gangster rap,12,1,6
Calypso,Luis Fonsi,en,latin,latin hip hop,9,1,7
Town Called Malice,The Jam,en,rock,permanent wave,13,1,7
In Love With You,Erykah Badu,en,r&b,neo soul,11,1,3
Anything Could Happen,Ellie Goulding,en,pop,dance pop,10,1,7
Speechless (feat. Erika Sirola) - MOTi Remix,Robin Schulz,en,pop,dance pop,10,1,3
Backseat,Ari Lennox,en,r&b,urban contemporary,11,1,5
Kaputt,Destroyer,en,pop,dance pop,10,1,7
Spoonful,Grizfolk,en,pop,indie poptimism,10,1,13
Who Needs Love,Trippie Redd,en,rap,trap,12,1,3
Love,Musiq Soulchild,en,r&b,neo soul,11,1,3
Catalina Breeze,The Blue Jean Committee,en,rock,permanent wave,13,1,3
Uma,Panama Wedding,en,pop,indie poptimism,10,1,7
Lovergirl,Teena Marie,en,r&b,urban contemporary,11,1,13
Lonely (feat. Lorine Chia),Jamila Woods,en,r&b,neo soul,11,1,13
Be Like You,CVBZ,en,latin,tropical,9,1,6
Meaning of Life,Disturbed,en,rock,hard rock,13,1,1
Animals,Maroon 5,en,pop,post-teen pop,10,1,5
First Things First,Stormzy,en,rap,southern hip hop,12,1,13
Apollo - Radio Edit,Hardwell,en,edm,progressive electro house,8,1,5
I Gotta Clean Up,Marvin Sease,en,rap,southern hip hop,12,1,7
Still Alive,Prison,en,rock,hard rock,13,1,5
Got 'Til It's Gone,Janet Jackson,en,r&b,new jack swing,11,1,6
Karma Chameleon,Culture Club,en,pop,electropop,10,1,3
Limelight,Rush,en,rock,classic rock,13,1,7
Puttin' On The Ritz - Disco Mix Radio Edit,Taco,en,edm,electro house,8,1,7
Mork,The Bloody Beetroots,en,edm,electro house,8,1,1
Climbing Walls,Strange Talk,en,pop,indie poptimism,10,1,1
No Money,Galantis,en,pop,electropop,10,1,1
2 Cigarettes,Jack & Jack,en,r&b,urban contemporary,11,1,13
Eenie Meenie,Justin Bieber,en,latin,latin hip hop,9,1,7
Stay,Post Malone,en,pop,indie poptimism,10,1,3
Honey Dove,Lee Fields & The Expressions,en,r&b,neo soul,11,1,5
Hail Mary,2Pac,en,rap,gangster rap,12,1,10
Hey Jealousy,Gin Blossoms,en,rock,permanent wave,13,1,5
Music,Leela James,en,r&b,neo soul,11,1,3
Low Life,Crobot,en,rock,hard rock,13,1,7
Down to the River,Danny Boone,en,rap,southern hip hop,12,1,7
Side To Side - Slushii Remix,Ariana Grande,en,edm,pop edm,8,1,5
Susie Q - Single Version,Creedence Clearwater Revival,en,rock,hard rock,13,1,13
Fuck You,CeeLo Green,en,edm,pop edm,8,1,7
Just As I Am,Marshall Marshall,en,pop,dance pop,10,1,11
Bridges,Broods,en,pop,indie poptimism,10,1,5
Tears Don't Fall,Bullet For My Valentine,en,rock,hard rock,13,1,5
Don't Worry Bout Me - Alle Farben Remix,Zara Larsson,en,pop,dance pop,10,1,10
3 Nights,Dominic Fike,en,latin,latin pop,9,1,13
Love Me Like You Do,Ellie Goulding,en,pop,post-teen pop,10,1,13
Heaven,The Blaze,en,edm,electro house,8,1,2
WORKIN ME,Quavo,en,latin,latin pop,9,1,5
Drops of Jupiter,Train,en,rock,permanent wave,13,1,7
Easy Love,Sigala,en,latin,tropical,9,1,1
CAN YOU HEAR ME NOW?,Bishop Briggs,en,rock,permanent wave,13,1,13
Women Who Look Like You (feat. Guapdad 4000),JP Saxe,en,r&b,urban contemporary,11,1,13
Sweet Home Alabama,Lynyrd Skynyrd,en,rap,southern hip hop,12,1,3
Southbound,The Allman Brothers Band,en,rock,classic rock,13,1,13
Da' Dip,Freak Nasty,en,rap,southern hip hop,12,1,6
High Rises,CHIKA,en,rap,hip hop,12,1,4
Jekyll and Hyde,Five Finger Death Punch,en,rock,hard rock,13,1,1
Panic Room,Au/Ra,en,edm,progressive electro house,8,1,1
Funky Town,Lipps Inc.,en,pop,post-teen pop,10,1,3
I'm Your Baby Tonight,Whitney Houston,en,r&b,new jack swing,11,1,1
Rockstar (feat. DV8),Timmy Trumpet,en,edm,progressive electro house,8,1,5
Kings & Queens (feat. Run The Jewels),DJ Shadow,en,rap,gangster rap,12,1,11
Breaking the Habit,Linkin Park,en,rock,album rock,13,1,13
Nightrain,Guns N' Roses,en,rock,album rock,13,1,1
End Of The Road,Boyz II Men,en,r&b,new jack swing,11,1,3
Freefall,Camel,en,rock,album rock,13,1,7
This Is What It Feels Like,Armin van Buuren,en,edm,progressive electro house,8,1,1
Ready For Love,India.Arie,en,r&b,neo soul,11,1,12
You Really Got Me,Van Halen,en,rock,classic rock,13,1,1
Every Little Thing I Do - Remix,Soul For Real,en,r&b,new jack swing,11,1,3
