track_name,track_artist,language,playlist_genre,playlist_subgenre,genre_encoded,language_encoded,beta_vae_kmeans_cluster,autoencoder_kmeans_cluster,pca_kmeans_cluster
Crazy On You,Heart,en,rock,hard rock,13,1,6,3,12
Hella Neck,Carnage,en,rap,hip hop,12,1,1,5,13
Walk Away,Franz Ferdinand,en,rock,permanent wave,13,1,1,13,6
Watching The World,Surahn,en,r&b,neo soul,11,1,10,6,6
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,en,rap,southern hip hop,12,1,2,13,2
Peanut Butter Jelly - Genairo Nvilla Remix,Galantis,en,latin,latin hip hop,9,1,7,6,1
Howl,Beware Of Darkness,en,rap,southern hip hop,12,1,12,6,6
Paradise,Rex Orange County,en,pop,indie poptimism,10,1,12,1,11
I Feel It Coming,The Weeknd,en,pop,post-teen pop,10,1,10,10,6
Heart Don't Stand a Chance,Anderson .Paak,en,r&b,urban contemporary,11,1,7,6,1
Whyyawannabringmedown,Aranda,en,rock,hard rock,13,1,10,10,4
Days Gone By,Van Morrison,en,rock,classic rock,13,1,7,6,9
Patek Water,Future,en,rap,gangster rap,12,1,5,3,8
Your Side Of The Bed,Loote,en,pop,indie poptimism,10,1,7,6,1
Patiently Waiting,50 Cent,en,rap,gangster rap,12,1,4,5,13
I Need Love,LL Cool J,en,r&b,new jack swing,11,1,10,5,13
The Wrong Ones,JC Stewart,en,latin,latin hip hop,9,1,5,13,2
Time of Dying,Three Days Grace,en,rock,hard rock,13,1,9,3,2
Don't Cry (Original),Guns N' Roses,en,rock,classic rock,13,1,2,6,1
Die For You,Red,en,rock,hard rock,13,1,1,13,1
Let You Know - Nathan C Remix,Flume,en,edm,progressive electro house,8,1,2,10,4
On Top Of The World,Imagine Dragons,en,latin,latin hip hop,9,1,4,6,6
One Day,UGK,en,rap,southern hip hop,12,1,1,3,8
Black Horse And The Cherry Tree,KT Tunstall,en,rock,album rock,13,1,1,3,4
You & Me - Flume Remix,Disclosure,en,rap,trap,12,1,12,10,11
High On Life (feat. Bonn),Martin Garrix,en,pop,dance pop,10,1,11,3,4
"Rhythm Is A Dancer - 7"" Edit",SNAP!,en,pop,dance pop,10,1,12,3,4
Can't Fight This Feeling,REO Speedwagon,en,rock,hard rock,13,1,12,6,11
Runaway,Halcyon,en,latin,tropical,9,1,5,5,8
Smilin,Demun Jones,en,rap,southern hip hop,12,1,2,13,2
BOSS,The Carters,en,r&b,hip pop,11,1,5,3,13
Self Control,Frank Ocean,en,r&b,neo soul,11,1,12,1,11
Fool's Gold,Jill Scott,en,r&b,neo soul,11,1,5,10,4
Lockjaw (feat. Kodak Black),French Montana,en,rap,gangster rap,12,1,11,3,8
Glory Days,Bruce Springsteen,en,rock,classic rock,13,1,7,6,1
Whatever It Takes,Imagine Dragons,en,pop,post-teen pop,10,1,12,3,4
Sunday Bloody Sunday - Remastered 2008,U2,en,rock,classic rock,13,1,7,6,1
All or Nothing - Sultan + Shepard Remix,Lost Frequencies,en,latin,tropical,9,1,1,13,1
Dive (feat. Cosmos & Creature) (feat. Cosmos & Creature),Attom,en,edm,pop edm,8,1,5,13,2
Kiss You All Over,Exile,en,rock,classic rock,13,1,12,1,11
Candy Rain,Soul For Real,en,r&b,new jack swing,11,1,11,3,4
GAMES ON YOUR PHONE,24kGoldn,en,r&b,urban contemporary,11,1,11,3,4
Don't Give Up,Chicane,en,edm,progressive electro house,8,1,2,3,4
Time In,Billy Marchiafava,en,rap,trap,12,1,5,13,2
In The Middle,dodie,en,pop,indie poptimism,10,1,5,1,11
That's Why (You Go Away) - 2014 Remastered Version,Michael Learns To Rock,en,rock,album rock,13,1,2,1,11
I Need A Hot Girl,Hot Boys,en,rap,hip hop,12,1,4,6,6
Express Yourself,Charles Wright & The Watts 103rd Street Rhythm Band,en,r&b,urban contemporary,11,1,10,1,11
BAD KID,Night Lovell,en,rap,gangster rap,12,1,11,2,10
Unstoppable,Paperwhite,en,pop,indie poptimism,10,1,12,3,4
It's a Sin - 2001 Remaster,Pet Shop Boys,en,pop,electropop,10,1,5,3,4
Nothin' But The Cavi Hit,Mack 10,en,rap,gangster rap,12,1,4,10,6
Unknown (To You),Jacob Banks,en,r&b,urban contemporary,11,1,11,3,5
Killing In The Name,Rage Against The Machine,en,rock,permanent wave,13,1,4,5,13
There Are Too Many Of Us,Blur,en,rock,permanent wave,13,1,1,10,4
Do Me Right,Guy,en,r&b,new jack swing,11,1,7,6,1
Bow Down,I Prevail,en,rock,hard rock,13,1,2,13,2
Glow - JSapp Remix,Britt Nicole,en,edm,progressive electro house,8,1,1,10,4
Cough Syrup,Young the Giant,en,pop,post-teen pop,10,1,2,3,4
Blame,Bryson Tiller,en,r&b,neo soul,11,1,11,10,4
Stone,Agnes Obel,en,pop,indie poptimism,10,1,0,9,11
Tell Your Friends,The Weeknd,en,r&b,neo soul,11,1,12,10,11
Is It Good To You,Teddy Riley,en,r&b,new jack swing,11,1,10,6,6
I Gotta Feeling,The Black Eyed Peas,en,latin,latin hip hop,9,1,1,13,6
Carry On - Nicky Romero Remix,Kygo,en,pop,dance pop,10,1,11,3,4
Before You Hit The Ground,Jonny Lang,en,rock,classic rock,13,1,7,10,4
Driftin' Blues,Charles Brown,en,rock,classic rock,13,1,0,9,12
Between The Devil And The Deep Blue Sea,George Harrison,en,rock,permanent wave,13,1,1,1,11
Since U Been Gone,Kelly Clarkson,en,latin,latin hip hop,9,1,1,13,6
Miss You Much,Janet Jackson,en,r&b,new jack swing,11,1,1,3,4
Stars,VIZE,en,edm,electro house,8,1,1,13,1
Flash Funk (feat. Marshmello),League of Legends,en,edm,big room,8,1,5,3,4
Oxygen,Maia Mitchell,en,pop,post-teen pop,10,1,1,13,6
I Found You (with Calvin Harris),benny blanco,en,pop,dance pop,10,1,1,13,1
Don't Stop Me Now - 2011 Mix,Queen,en,rock,album rock,13,1,5,13,2
MONOMANIA,The Word Alive,en,rock,hard rock,13,1,1,13,2
This Ain't My Day,Fredro Starr,en,rap,southern hip hop,12,1,1,10,4
Do Me Right,Guy,en,r&b,new jack swing,11,1,7,6,1
Stitches,Shawn Mendes,en,pop,post-teen pop,10,1,10,13,6
Twenty Eight,The Weeknd,en,r&b,urban contemporary,11,1,11,3,0
In the Morning (feat. Syd & Thundercat),Mac Miller,en,r&b,hip pop,11,1,2,5,8
In Trance - Studio Edit,Scorpions,en,rock,hard rock,13,1,2,13,1
Bad Blood,Nao,en,r&b,urban contemporary,11,1,2,10,11
Somethin Out of Nothin' (feat. Saara Maria),Joomanji,en,r&b,neo soul,11,1,5,10,13
Never Really Over - R3HAB Remix,Katy Perry,en,pop,dance pop,10,1,2,10,4
Bankroll,Taz,en,rap,gangster rap,12,1,2,1,11
Sometimes I Wonder,Darius Rucker,en,r&b,neo soul,11,1,12,10,4
I Never Loved a Man (The Way I Love You),Aretha Franklin,en,r&b,neo soul,11,1,5,1,11
Me and My Downfall,DeeExpus,en,rock,album rock,13,1,7,6,9
Steambreather,Mastodon,en,rock,hard rock,13,1,12,13,2
Heartbreaker - 1990 Remaster,Led Zeppelin,en,rock,classic rock,13,1,7,6,1
Chainsmoking,Jacob Banks,en,pop,indie poptimism,10,1,2,3,4
Tilt,Scott Walker,en,rock,permanent wave,13,1,12,6,11
Body Parts,Raphael Saadiq,en,r&b,neo soul,11,1,1,6,6
Tainted Love,Soft Cell,en,rock,classic rock,13,1,9,3,0
Love Me Less (feat. Quinn XCII) - Party Pupils Remix,MAX,en,pop,dance pop,10,1,10,6,6
Sweet November,Troop,en,r&b,new jack swing,11,1,1,1,11
make daddy proud,blackbear,en,pop,electropop,10,1,1,10,4
The Pressure,The Cranberries,en,rock,album rock,13,1,5,6,6
Riot Rhythm,Sleigh Bells,en,rock,album rock,13,1,5,13,2
Your Love,Tom Misch,en,r&b,neo soul,11,1,1,6,11
Would You Mind,PRETTYMUCH,en,r&b,hip pop,11,1,1,10,4
Odessa,Caribou,en,pop,dance pop,10,1,10,6,6
Sanguine Paradise,Lil Uzi Vert,en,rap,hip hop,12,1,2,3,4
For Life (feat. Clint Lowery),3 Years Hollow,en,rock,hard rock,13,1,12,13,2
Milkshake,Kelis,en,rap,southern hip hop,12,1,10,6,6
Together Forever,Lisette Melendez,en,latin,latin hip hop,9,1,7,6,1
Only Can Get Better (feat. Daniel Merriweather),Silk City,en,latin,tropical,9,1,1,13,1
Cars,Gary Numan,en,rock,permanent wave,13,1,1,13,6
Travelin' Band,Creedence Clearwater Revival,en,rock,classic rock,13,1,5,13,2
Stay (Electro Swing Remix),11 Acorn Lane,en,edm,electro house,8,1,10,13,6
I'm Blessed,Charlie Wilson,en,r&b,urban contemporary,11,1,5,13,2
In the Air Tonight,Nonpoint,en,rock,hard rock,13,1,7,6,6
No Love Like Yours,Edward Sharpe & The Magnetic Zeros,en,r&b,neo soul,11,1,2,3,4
Now That We Found Love,Heavy D & The Boyz,en,r&b,new jack swing,11,1,5,10,11
Beat Of My Drum,POWERS,en,pop,indie poptimism,10,1,10,10,4
All Falls Down (feat. Juliander),Alan Walker,en,edm,electro house,8,1,10,13,6
Take Me Out,Franz Ferdinand,en,rock,permanent wave,13,1,2,10,4
Stardust,Gemini Syndrome,en,rock,hard rock,13,1,1,13,1
Swingin Party - 2008 Remaster,The Replacements,en,rock,permanent wave,13,1,12,3,4
Mother - Fedde Le Grand Remix,Charlie Puth,en,pop,dance pop,10,1,12,13,1
Animals - Radio Edit,Martin Garrix,en,edm,big room,8,1,5,6,2
Don't Be Afraid,Aaron Hall,en,r&b,new jack swing,11,1,5,13,2
Feels - Jai Wolf Remix,Kiiara,en,pop,indie poptimism,10,1,2,10,0
Palm Beach,Vicente Garcia,en,latin,tropical,9,1,10,1,11
In My Life - Remastered 2009,The Beatles,en,rock,classic rock,13,1,12,1,11
Peace of Mind,Boston,en,rock,album rock,13,1,1,13,6
Use Somebody,Kings of Leon,en,rock,classic rock,13,1,2,13,2
Superstar,Said the Sky,en,edm,pop edm,8,1,12,13,2
To Cut a Long Story Short - 2010 Remaster,Spandau Ballet,en,rock,permanent wave,13,1,10,13,6
Check Yo Self - Remix,Ice Cube,en,rap,southern hip hop,12,1,4,5,13
Move To The City - Live In Japan / 1992,Guns N' Roses,en,rock,album rock,13,1,11,7,9
My Way,Limp Bizkit,en,rock,hard rock,13,1,1,6,1
Motor City Madhouse - Edit,Ted Nugent,en,rock,hard rock,13,1,1,13,1
Flick Of The Wrist - Remastered 2011,Queen,en,rock,album rock,13,1,2,3,4
Burden,TENDER,en,pop,indie poptimism,10,1,2,10,4
Hardwired,Metallica,en,rock,hard rock,13,1,2,13,2
Colors,Black Pumas,en,r&b,hip pop,11,1,9,3,2
High And Dry,Radiohead,en,pop,indie poptimism,10,1,12,6,11
Burn - Original Mix,KSHMR,en,edm,electro house,8,1,1,10,4
Unwritten,Natasha Bedingfield,en,pop,post-teen pop,10,1,7,6,1
Chocolate Jesus,Tom Waits,en,rock,permanent wave,13,1,2,1,11
Neon,Frida Sundemo,en,pop,indie poptimism,10,1,11,2,10
Stay,David Guetta,en,edm,progressive electro house,8,1,1,6,6
Won't Get Fooled Again - Original Album Version,The Who,en,rock,hard rock,13,1,7,7,9
Is This It,The Strokes,en,rock,permanent wave,13,1,1,1,6
Trouble,Cage The Elephant,en,pop,indie poptimism,10,1,1,6,6
do re mi,blackbear,en,rap,hip hop,12,1,12,6,1
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,en,pop,dance pop,10,1,10,6,6
"What Christmas Means to Me - from ""The Best Man Holiday Original Motion Picture Soundtrack""",Fantasia,en,r&b,neo soul,11,1,10,6,6
Wolf,Skott,en,pop,indie poptimism,10,1,12,6,11
Thiago Silva,Dave,en,rap,hip hop,12,1,10,5,8
Lean On (feat. MØ & DJ Snake) - Tiësto & MOTi Remix,Major Lazer,en,pop,electropop,10,1,1,6,2
Easy Love - Original Mix,Sigala,en,latin,tropical,9,1,7,13,1
Thursday,Leven Kali,en,r&b,neo soul,11,1,6,13,10
Feelin' Alright?,Traffic,en,rock,classic rock,13,1,1,1,11
Stupid for You,Waterparks,en,pop,post-teen pop,10,1,1,10,4
Paranoid,Black Sabbath,en,rock,hard rock,13,1,2,3,2
Electric (feat. Khalid),Alina Baraz,en,pop,indie poptimism,10,1,11,1,12
Blowin' Trees (+ Napdonalds Skit),Nappy Roots,en,rap,southern hip hop,12,1,7,5,13
Last Request,Paolo Nutini,en,rock,album rock,13,1,7,6,1
CYANIDE,Daniel Caesar,en,r&b,urban contemporary,11,1,2,5,8
Dang! (feat. Anderson .Paak),Mac Miller,en,r&b,neo soul,11,1,10,5,13
Divinity - filous Remix,Porter Robinson,en,pop,indie poptimism,10,1,1,6,6
Without Me,Eminem,en,rap,southern hip hop,12,1,10,6,1
Owner of a Lonely Heart,Yes,en,rock,album rock,13,1,7,13,1
Ghost,Lianne La Havas,en,r&b,neo soul,11,1,6,1,11
Faucet Failure,Ski Mask The Slump God,en,rap,gangster rap,12,1,7,5,13
Ghost,Motorama,en,rock,permanent wave,13,1,12,13,1
Spring Summer Feeling,Jill Scott,en,r&b,neo soul,11,1,11,3,0
Dontcha,The Internet,en,r&b,neo soul,11,1,5,1,11
I Think of You,Sandra Lynn,en,r&b,neo soul,11,1,12,6,11
Roses,BJ The Chicago Kid,en,r&b,neo soul,11,1,2,10,0
Barracuda,Heart,en,rock,classic rock,13,1,12,3,4
Gold,Kiiara,en,pop,indie poptimism,10,1,12,5,13
I'm Shakin',Jack White,en,rock,classic rock,13,1,7,5,13
SOS,McClenney,en,r&b,neo soul,11,1,1,1,11
Glory of Love,Peter Cetera,en,rock,album rock,13,1,2,13,2
Inside the Lines (feat. Casso),Mike Perry,en,latin,tropical,9,1,7,6,1
Hard 2 Love,Haystak,en,rap,southern hip hop,12,1,4,6,6
It's Going Down,South Circle,en,rap,southern hip hop,12,1,4,6,6
The Voices,dreamEater,en,rap,trap,12,1,6,3,2
Superstar,Lupe Fiasco,en,rap,southern hip hop,12,1,7,5,13
Let's Wait Awhile,Janet Jackson,en,r&b,new jack swing,11,1,9,2,10
Adore You,Maisie Peters,en,pop,post-teen pop,10,1,4,6,6
Ballin,Logic,en,rap,hip hop,12,1,1,3,8
but,Keys of Philadelphia,en,edm,pop edm,8,1,1,1,1
Woman,Wolfmother,en,rock,hard rock,13,1,12,6,2
Lovers on the Sun (feat. Sam Martin) - Stadiumx Remix,David Guetta,en,edm,big room,8,1,12,10,4
Tropic Love,Diviners,en,pop,electropop,10,1,10,6,6
Pizza,Anti Up,en,edm,big room,8,1,12,3,4
Cocaine,Eric Clapton,en,rock,album rock,13,1,12,1,11
Screwed Up,Ludacris,en,rap,southern hip hop,12,1,4,5,8
Hello,Adele,en,pop,electropop,10,1,6,3,0
Tuesday (feat. Drake),ILOVEMAKONNEN,en,edm,pop edm,8,1,10,6,8
Slam,Onyx,en,rap,gangster rap,12,1,10,5,13
Calypso,Luis Fonsi,en,latin,latin hip hop,9,1,10,10,6
Town Called Malice,The Jam,en,rock,permanent wave,13,1,7,6,1
In Love With You,Erykah Badu,en,r&b,neo soul,11,1,11,1,11
Anything Could Happen,Ellie Goulding,en,pop,dance pop,10,1,10,6,6
Speechless (feat. Erika Sirola) - MOTi Remix,Robin Schulz,en,pop,dance pop,10,1,2,1,11
Backseat,Ari Lennox,en,r&b,urban contemporary,11,1,12,3,4
Kaputt,Destroyer,en,pop,dance pop,10,1,7,6,6
Spoonful,Grizfolk,en,pop,indie poptimism,10,1,2,3,4
Who Needs Love,Trippie Redd,en,rap,trap,12,1,1,10,11
Love,Musiq Soulchild,en,r&b,neo soul,11,1,2,10,11
Catalina Breeze,The Blue Jean Committee,en,rock,permanent wave,13,1,5,1,11
Uma,Panama Wedding,en,pop,indie poptimism,10,1,10,13,6
Lovergirl,Teena Marie,en,r&b,urban contemporary,11,1,1,3,4
Lonely (feat. Lorine Chia),Jamila Woods,en,r&b,neo soul,11,1,12,10,4
Be Like You,CVBZ,en,latin,tropical,9,1,7,5,13
Meaning of Life,Disturbed,en,rock,hard rock,13,1,7,6,1
Animals,Maroon 5,en,pop,post-teen pop,10,1,6,3,2
First Things First,Stormzy,en,rap,southern hip hop,12,1,7,10,4
Apollo - Radio Edit,Hardwell,en,edm,progressive electro house,8,1,2,13,1
I Gotta Clean Up,Marvin Sease,en,rap,southern hip hop,12,1,7,6,4
Still Alive,Prison,en,rock,hard rock,13,1,2,3,4
Got 'Til It's Gone,Janet Jackson,en,r&b,new jack swing,11,1,7,5,13
Karma Chameleon,Culture Club,en,pop,electropop,10,1,7,1,11
Limelight,Rush,en,rock,classic rock,13,1,1,3,4
Puttin' On The Ritz - Disco Mix Radio Edit,Taco,en,edm,electro house,8,1,10,6,6
Mork,The Bloody Beetroots,en,edm,electro house,8,1,7,6,1
Climbing Walls,Strange Talk,en,pop,indie poptimism,10,1,1,13,1
No Money,Galantis,en,pop,electropop,10,1,1,3,4
2 Cigarettes,Jack & Jack,en,r&b,urban contemporary,11,1,12,10,4
Eenie Meenie,Justin Bieber,en,latin,latin hip hop,9,1,10,6,6
Stay,Post Malone,en,pop,indie poptimism,10,1,12,1,11
Honey Dove,Lee Fields & The Expressions,en,r&b,neo soul,11,1,6,3,0
Hail Mary,2Pac,en,rap,gangster rap,12,1,5,5,8
Hey Jealousy,Gin Blossoms,en,rock,permanent wave,13,1,11,3,4
Music,Leela James,en,r&b,neo soul,11,1,10,6,6
Low Life,Crobot,en,rock,hard rock,13,1,4,6,1
Down to the River,Danny Boone,en,rap,southern hip hop,12,1,7,1,1
Side To Side - Slushii Remix,Ariana Grande,en,edm,pop edm,8,1,2,3,4
Susie Q - Single Version,Creedence Clearwater Revival,en,rock,hard rock,13,1,12,3,4
Fuck You,CeeLo Green,en,edm,pop edm,8,1,10,13,6
Just As I Am,Marshall Marshall,en,pop,dance pop,10,1,2,13,1
Bridges,Broods,en,pop,indie poptimism,10,1,6,3,2
Tears Don't Fall,Bullet For My Valentine,en,rock,hard rock,13,1,2,3,2
Don't Worry Bout Me - Alle Farben Remix,Zara Larsson,en,pop,dance pop,10,1,1,5,8
3 Nights,Dominic Fike,en,latin,latin pop,9,1,5,3,4
Love Me Like You Do,Ellie Goulding,en,pop,post-teen pop,10,1,12,10,4
Heaven,The Blaze,en,edm,electro house,8,1,6,10,0
WORKIN ME,Quavo,en,latin,latin pop,9,1,2,13,2
Drops of Jupiter,Train,en,rock,permanent wave,13,1,10,6,6
Easy Love,Sigala,en,latin,tropical,9,1,7,13,1
CAN YOU HEAR ME NOW?,Bishop Briggs,en,rock,permanent wave,13,1,1,6,1
Women Who Look Like You (feat. Guapdad 4000),JP Saxe,en,r&b,urban contemporary,11,1,12,10,11
Sweet Home Alabama,Lynyrd Skynyrd,en,rap,southern hip hop,12,1,7,1,11
Southbound,The Allman Brothers Band,en,rock,classic rock,13,1,12,3,4
Da' Dip,Freak Nasty,en,rap,southern hip hop,12,1,7,5,13
High Rises,CHIKA,en,rap,hip hop,12,1,4,5,13
Jekyll and Hyde,Five Finger Death Punch,en,rock,hard rock,13,1,1,13,1
Panic Room,Au/Ra,en,edm,progressive electro house,8,1,12,13,1
Funky Town,Lipps Inc.,en,pop,post-teen pop,10,1,1,6,6
I'm Your Baby Tonight,Whitney Houston,en,r&b,new jack swing,11,1,1,13,2
Rockstar (feat. DV8),Timmy Trumpet,en,edm,progressive electro house,8,1,11,4,2
Kings & Queens (feat. Run The Jewels),DJ Shadow,en,rap,gangster rap,12,1,12,6,2
Breaking the Habit,Linkin Park,en,rock,album rock,13,1,1,10,4
Nightrain,Guns N' Roses,en,rock,album rock,13,1,2,13,2
End Of The Road,Boyz II Men,en,r&b,new jack swing,11,1,1,6,11
Freefall,Camel,en,rock,album rock,13,1,2,13,9
This Is What It Feels Like,Armin van Buuren,en,edm,progressive electro house,8,1,12,13,1
Ready For Love,India.Arie,en,r&b,neo soul,11,1,8,1,11
You Really Got Me,Van Halen,en,rock,classic rock,13,1,1,13,6
Every Little Thing I Do - Remix,Soul For Real,en,r&b,new jack swing,11,1,7,10,11
